Object_ID,Funding Agency,Year,State,City,Grantee,Awarded Funds,Spent Funds (if applicable) ,"Classification 1: Project Type, primary code (a)","Classification 1: Project Type, primary code (b)","Classification 1: Project Type, primary code (c)","Classification 1: Project Type, secondary code (a)","Classification 1: Project Type, secondary code (b)","Classification 1: Project Type, secondary code (c)",Classification 2: Infrastructure type (I),Classification 2: Infrastructure type (II),Classification 3: Industrial Sector (i),Classification 3: Industrial Sector (ii),Project Title,Award ID,count,FIPS,fips2,County,PctPopChg_09to19,PctChange_MiningEmploy_09to15,mine emply bands,NewMineFlag_09to15,NonMiningFlag_09to15,ARC_Flag,Status,AvgUnempRate_3yr,PerCapMktInc,PovertyRt_5yr,AvgUnemp_PctOfUS_3yr,PCMI_pctOfUs,PovRt_PercOfUS,IndexValueRank,Quartile,EMPTHREEYEAR,UNEMPTHREEYEAR,BEAPOP,PoveryPop_5YrMean
196,ARC,2016,Ohio,The Plains,Rural Action Inc.,119460,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Energy,,Appalachian Ohio Solar Supply-Chain Initiative,,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
191,ARC,2015,Ohio,The Plains,Rural Action Inc.,68700,68700.0,Business Development,,,Technical Assistance,,,,,"Forestry, Farming",,Emerging Social Enterprise Development,CO-18314,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.7,21957.0,32.2,98.1,60.6,216.2,2818.0,4.0,27373.0,2613.0,64304.0,17898.0
194,ARC,2016,Ohio,Athens,Ohio University,300000,,Business Development,,,Technical Assistance;Entrepreneurial Support,,,,,"Health, social services",,Social Enterprise Ecosystem: SEE,,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
187,SBA,2015,Ohio,Nelsonville,Appalachian Partnership Inc.,2500000,,Business Development,"Research, Planning, Feasibility Studies",Education and Workforce Development,Technical Assistance,Economic or Business Development Planning,Training Program,,,Multi-sector,,Appalachian Ohio Wood Products Industry Cluster,SBAHQ15C0025,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.7,21957.0,32.2,98.1,60.6,216.2,2818.0,4.0,27373.0,2613.0,64304.0,17898.0
193,ARC,2016,Ohio,Nelsonville,Hocking College,1422965,,Education and Workforce Development,,,Training Program,,,,,Multi-sector,,"Appalachia Rises, Appalachia is Revitalizing an Industry-ready Skilling Ecosystem for Sustainability",,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
192,ARC,2016,Ohio,Nelsonville,Appalachian Partnership Inc.,450000,,Business Development,,,Access to Capital,,,,,Undefined/nonspecific,,Appalachian Ohio -- Community Development Financial Institution (CDFI) formation,,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
215,ARC,2020,Ohio,Nelsonville,Appalachian Growth Capital,1000000,,Business Development,,,Access to Capital;Technical Assistance;Entrepreneurial Support,,,,,Undefined/nonspecific,,CDFI for Appalachian Ohio,ARC20C20078B,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,6.2,24421.0,30.2,128.7,57.0,206.9,2819.0,4.0,26433.0,1753.0,66597.0,16837.0
217,ARC,2020,Ohio,Nelsonville,Foundation for Appalachian Ohio,1498637,,Business Development,,,Access to Capital;Technical Assistance;Entrepreneurial Support,,,,,Undefined/nonspecific,,Social Enterprise Ecosystem Impact (SEE Impact),ARC20C18918,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,6.2,24421.0,30.2,128.7,57.0,206.9,2819.0,4.0,26433.0,1753.0,66597.0,16837.0
195,ARC,2016,Ohio,Athens,Ohio University,2000000,,Business Development,,,Entrepreneurial Support,,,,,Undefined/nonspecific,,Leveraging Innovation Gateways and Hubs Towards Sustainability,,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
205,ARC,2019,Ohio,Athens,Ohio University,1100000,,Health,Education and Workforce Development,,Substance Abuse Program,Training Program,,,,Undefined/nonspecific,,Appalachian Recovery Project: An Ohio Opioid Initiative,,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,At-Risk,6.4,24097.0,31.2,118.0,59.2,206.8,2768.0,4.0,26070.0,1787.0,66186.0,17301.0
186,EDA,2018,Ohio,Athens,Ohio University,1603204,,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,undetermined/not specific,,,067906120,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,7.3,23595.0,33.0,117.1,59.3,213.3,2826.0,4.0,25530.0,2023.0,65886.0,18263.0
177,EDA,2016,Ohio,Athens,Ohio University,69831,69831.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,066906035,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,Distressed,8.5,22465.0,31.7,104.9,60.5,206.1,2811.0,4.0,26177.0,2441.0,64681.0,17499.0
178,EDA,2017,Ohio,Athens,Ohio University,70211,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,066906094,1,39009,39009,Athens County,0.008802137220686566,-1.0,-1.0,0,0,ARC,At-Risk,8.1,23001.0,31.6,112.4,60.3,202.8,2782.0,4.0,25228.0,2223.0,64713.0,17485.0
188,ETA,2015,Ohio,Columbus,Ohio Department of Job & Family Services,916250,916250.0,Education and Workforce Development,,,Training Program,,,,,Oil and gas industry,,Ohio POWER,EM280971660A39,1,39049,39049,Franklin County,0.1318034680689763,0.0,0.0,0,1,,Transitional,7.4,35746.0,17.7,83.7,98.7,119.2,1221.0,2.0,576945.0,46346.0,1195537.0,202812.0
189,ETA,2016,Ohio,Columbus,Ohio Department of Job & Family Services,1083750,282465.0,Education and Workforce Development,,,Training Program,,,,,Oil and gas industry,,Ohio POWER,EM280971660A39,1,39049,39049,Franklin County,0.1318034680689763,0.0,0.0,0,1,,Transitional,6.7,36633.0,18.1,82.2,98.7,117.5,1211.0,2.0,588298.0,42113.0,1212263.0,208639.0
210,ARC,2019,Ohio,Gallipolis,Buckeye Rural Electric Cooperative,2500000,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,Southeast Ohio Broadband Backbone,ARC19C19681,1,39053,39053,Gallia County,-0.033490657528932564,-1.0,-1.0,0,0,ARC,At-Risk,7.0,23372.0,21.4,127.9,57.5,141.9,2494.0,4.0,11403.0,852.0,30015.0,6334.0
211,ARC,2019,Ohio,Steubenville,Eastern Gateway Community College,836332,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,Manufacturing,,Tri-State Gateway to Growth Training Center,ARC19C19718,1,39081,39081,Jefferson County,-0.06289001420189645,-0.7214484679665738,-0.7214484679665738,0,0,ARC,At-Risk,7.9,23746.0,17.2,146.1,58.4,113.9,2409.0,4.0,26983.0,2326.0,66704.0,11208.0
202,ARC,2018,Ohio,South Point,Lawrence County Economic Development Corporation,538200,,Leadership and community capacity development,,,Investment in Leadership/Community Resources,,,,,Undefined/nonspecific,,"Building Technical Capacity for Angel Investment in the Tri-State Region of Ohio, Kentucky, and West Virginia",,1,39087,39087,Lawrence County,-0.04783026421136909,-1.0,-1.0,0,0,ARC,Transitional,7.1,22861.0,18.3,113.0,57.5,118.0,2218.0,3.0,23953.0,1827.0,61109.0,11135.0
180,EDA,2019,Ohio,Oregon,City of Oregon ,2716716,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,Transportation/Transit Infrastructure;Electric Lighting;Site Preparation,undetermined/not specific,,,"067906152

",1,39095,39095,Lucas County,-0.03048108371150821,0.0,0.0,0,1,,Transitional,5.6,33408.0,20.7,103.1,82.1,136.7,1750.0,3.0,197581.0,11725.0,432488.0,87717.0
184,EDA,2020,Ohio,Youngstown,Eastgate Regional Council of Governments,132500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,undetermined/not specific,,,"066906188

",1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,6.5,30310.0,17.6,133.6,70.7,120.9,2038.0,3.0,99213.0,6844.0,229796.0,39616.0
214,ARC,2020,Ohio,Youngstown,Eastgate Regional Council of Governments,1450000,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,Youngstown SMART2 Network,,1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,6.5,30310.0,17.6,133.6,70.7,120.9,2038.0,3.0,99213.0,6844.0,229796.0,39616.0
190,EDA,2018,Ohio,Youngstown,Youngstown State University,1071204,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,Equipment and Materials,manufacturing,,,06790608901,1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,7.1,29383.0,18.0,113.7,73.9,116.3,1831.0,3.0,100550.0,7720.0,231900.0,40841.0
182,EDA,2020,Ohio,Youngstown,Youngstown State University,1079482,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,manufacturing,,,"06790608902

",1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,6.5,30310.0,17.6,133.6,70.7,120.9,2038.0,3.0,99213.0,6844.0,229796.0,39616.0
183,EDA,2017,Ohio,Youngstown,Youngstown State University ,2000000,,Education and Workforce Development,,,Infrastructure Investment,,,Building Construction/Renovation,,manufacturing,,,067906089,1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,7.8,29528.0,17.9,108.2,77.5,114.7,1763.0,3.0,100981.0,8534.0,233204.0,40784.0
209,ARC,2019,Ohio,Youngstown,Youngstown State University,1000000,,Education and Workforce Development,,,Infrastructure Investment;Training Program,,,Building Construction/Renovation,,Manufacturing,,Appalachian Recovery Project: An Ohio Opioid Initiative,,1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,6.4,29365.0,18.1,117.2,72.2,119.7,1887.0,3.0,100026.0,6802.0,230008.0,40823.0
197,ARC,2016,Ohio,Youngstown,Youngstown State University,22758,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,Manufacturing,,Advanced Manufacturing Innovation & Commercialization Center,,1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,8.6,28759.0,17.6,106.1,77.5,114.2,1795.0,3.0,101560.0,9581.0,233869.0,40290.0
179,EDA,2019,Ohio,Youngstown,Eastgate Regional Council of Governments,600000,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,undetermined/not specific,,,"066906143

",1,39099,39099,Mahoning County,-0.042458222198029506,-0.6,-0.6,0,0,ARC,Transitional,6.4,29365.0,18.1,117.2,72.2,119.7,1887.0,3.0,100026.0,6802.0,230008.0,40823.0
218,ARC,2020,Ohio,Caldwell,Noble County Commissioners,50000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,Undefined/nonspecific,,Noble County Broadband Technical Assistance,,1,39121,39121,Noble County,-0.015090474564697849,-0.38028169014084506,-0.38028169014084506,0,0,ARC,At-Risk,7.7,18125.0,12.9,159.9,42.3,88.3,2696.0,4.0,4514.0,378.0,14406.0,1534.0
185,EDA,2018,Ohio,Portsmouth,Shawnee State University,2793392,,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,undetermined/not specific,,,067906118,1,39145,39145,Scioto County,-0.05264217159964276,0.0,0.0,0,1,ARC,Distressed,9.5,20718.0,25.3,151.0,52.1,163.6,2845.0,4.0,27134.0,2837.0,76825.0,18740.0
206,ARC,2019,Ohio,Portsmouth,Shawnee State University,1496585,,Education and Workforce Development,Health,,Training Program,Substance Abuse Program,,,,Undefined/nonspecific,,LIGHTS-INC,ARC19C19729,1,39145,39145,Scioto County,-0.05264217159964276,0.0,0.0,0,1,ARC,At-Risk,8.0,20904.0,24.0,147.3,51.4,158.6,2796.0,4.0,27396.0,2384.0,76088.0,17569.0
200,ARC,2017,Ohio,Canton,Workforce Initiative Association,41065,,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning;Workforce Training Program Planning,,,,,Undefined/nonspecific,,Coal Business United Resource Network (Coal BURN) Real - Time Insights for Real - Time Actions,,1,39151,39151,Stark County,-0.013259280164862376,-0.7301587301587301,-0.7301587301587301,0,0,,Transitional,6.9,31194.0,15.0,96.0,81.8,96.3,1327.0,2.0,175626.0,13042.0,375736.0,54931.0
207,ARC,2019,Ohio,Warren,Trumbull County Planning Commission,27500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Trumbull County Broadband Feasibility Study,,1,39155,39155,Trumbull County,-0.05866522119517669,0.0,0.0,0,1,ARC,Transitional,6.8,26952.0,17.5,125.0,66.3,115.7,2042.0,3.0,85199.0,6209.0,201825.0,35115.0
219,ARC,2020,Ohio,Warren,Tech Belt Energy Innovation Center,49950,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Energy Infrastructure,,,,"Energy Storage Road Map for Appalachian Ohio, Pennsylvania, and West Virginia",ARC20C20101,1,39155,39155,Trumbull County,-0.05866522119517669,0.0,0.0,0,1,ARC,Transitional,6.8,28514.0,17.2,140.8,66.5,117.8,2168.0,3.0,84381.0,6161.0,200380.0,34254.0
220,ARC,2020,Ohio,McArthur,Vinton County Commissioners,1180000,,Economic Asset Development,,,Infrastructure Investment,,,Broadband,,,,Vinton & Meigs County Rural Broadband Initiative,ARC20C20079,1,39163,39163,Vinton County,-0.026051358392259024,-0.6328125,-0.6328125,0,0,ARC,At-Risk,6.8,21056.0,21.1,140.7,49.1,144.6,2724.0,4.0,5090.0,371.0,13092.0,2747.0
208,ARC,2019,Ohio,McArthur,Vinton County Commissioners,49000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Broadband Infrastructure Improvement - Vinton & Meigs County,,1,39163,39163,Vinton County,-0.026051358392259024,-0.6328125,-0.6328125,0,0,ARC,At-Risk,7.2,20473.0,21.3,132.1,50.3,140.7,2650.0,4.0,5074.0,392.0,12921.0,2767.0
201,ARC,2018,Ohio,Marietta,Buckeye Hills Regional Council,78624,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,Broadband installation,,U.S. 33 Corridor Broadband Feasibility Project,,1,39167,39167,Washington County,-0.030221114312538443,-1.0,-1.0,0,0,ARC,Transitional,7.0,28894.0,16.4,111.3,72.6,106.3,1728.0,3.0,26354.0,1977.0,61112.0,9777.0
212,ARC,2019,Ohio,Marietta,"Washington Electric Cooperative, Inc.",24500,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment,,,Broadband,,,,Broadband Feasibility Study,ARC19C19672,1,39167,39167,Washington County,-0.030221114312538443,-1.0,-1.0,0,0,ARC,Transitional,6.4,29162.0,15.7,118.2,71.7,103.7,1747.0,3.0,26208.0,1800.0,60610.0,9275.0
213,ARC,2019,Ohio,Marietta,Washington State Community College,618150,,Education and Workforce Development,,,Training Program,,,,,Multi-sector/multi-career prep,,Robotics & Manufacturing Technology Education Collaborative (RAMTEC),ARC19C19717,1,39167,39167,Washington County,-0.030221114312538443,-1.0,-1.0,0,0,ARC,Transitional,6.4,29162.0,15.7,118.2,71.7,103.7,1747.0,3.0,26208.0,1800.0,60610.0,9275.0
198,ARC,2017,Ohio,Marietta,Buckeye Hills Regional Council,1200000,,Business Development,Education and Workforce Development,,Entrepreneurial Support,Training Program,,,,Undefined/nonspecific,,Innovation Gateway Network of Appalachian Ohio,,1,39167,39167,Washington County,-0.030221114312538443,-1.0,-1.0,0,0,ARC,Transitional,7.7,27865.0,16.6,106.6,73.1,106.2,1739.0,3.0,26130.0,2172.0,61213.0,9859.0
221,EDA,2017,Oklahoma,Claremore,Rogers County ,1500000,,Business Development,,,Infrastructure Investment,,,Water/Wastewater,,manufacturing,,,087905211,1,40131,40131,Rogers County,0.06390886600310684,-1.0,-1.0,0,0,,Competitive,4.8,35131.0,9.3,66.6,92.2,59.6,453.0,1.0,41577.0,2094.0,89815.0,8101.0
227,EDA,2017,Pennsylvania,Pittsburgh,Catalyst Connection,510000,,Business Development,,,Infrastructure Investment,,,Building Construction/Renovation,,,,,017914778,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,6.3,44742.0,12.9,87.5,117.4,82.9,666.0,1.0,608897.0,40932.0,1231255.0,154639.0
255,ARC,2018,Pennsylvania,Pittsburgh,Pennsylvania Environmental Council,72000,,"Research, Planning, Feasibility Studies",,,Infrastructure Investment;Economic or Business Development Planning,,,Trail Construction,,,,Erie to Pittsburgh Trail and PA Wilds Loop - Feasibility Study,,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.6,44570.0,13.0,89.1,112.0,84.1,706.0,1.0,612177.0,36240.0,1230459.0,155874.0
269,ARC,2019,Pennsylvania,Pittsburgh,Southwestern Pennsylvania Coalition,1423497,,Business Development,,,Technical Assistance;Access to Capital,,,,,Energy,,Shale POWER,ARC19C19708,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.2,44794.0,12.7,95.3,110.1,84.3,719.0,1.0,614675.0,33575.0,1225365.0,152390.0
271,ARC,2020,Pennsylvania,Pittsburgh,Allegheny Health Network,946000,,Health,Education and Workforce Development,,Educational Programs,Training Program,,,,"Health, social services",,Road to Recovery and Reemployment,ARC20C20111,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.0,48039.0,12.5,102.7,112.1,85.8,741.0,1.0,614908.0,32115.0,1223048.0,149568.0
273,ARC,2020,Pennsylvania,Pittsburgh,Catalyst Connection,994883,,Education and Workforce Development,,,Training Program,,,,,manufacturing,,REAL Jobs in Energy & Manufacturing,ARC20C20065,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.0,48039.0,12.5,102.7,112.1,85.8,741.0,1.0,614908.0,32115.0,1223048.0,149568.0
222,EDA,2016,Pennsylvania,Pittsburgh,Catalyst Connection,400000,400000.0,"Research, Planning, Feasibility Studies",,,Economic or Business Development Planning,,,,,manufacturing,,,016914709,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,6.8,44114.0,12.9,83.8,118.8,83.7,669.0,1.0,610650.0,44636.0,1231527.0,153529.0
241,ARC,2016,Pennsylvania,Pittsburgh,Southwestern Pennsylvania Corporation,662567,,Business Development,,,Access to Capital;Technical Assistance,,,,,multi-sector,,Southwest Pennsylvania Economic Gardening Initiative,,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,6.8,44114.0,12.9,83.8,118.8,83.7,669.0,1.0,610650.0,44636.0,1231527.0,153529.0
254,ARC,2018,Pennsylvania,Pittsburgh,Innovation Works Inc.,1035000,,Business Development,,,Entrepreneurial Support;Technical Assistance,,,,,multi-sector,,Western PA Small Business Services for Coal-Impacted Communities,,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.6,44570.0,13.0,89.1,112.0,84.1,706.0,1.0,612177.0,36240.0,1230459.0,155874.0
251,ARC,2018,Pennsylvania,Pittsburgh,Catalyst Connection,670000,,Business Development,,,Access to Capital;Technical Assistance,,,,,Undefined/nonspecific,,PA MAKES: Mini-Grants for Small Manufacturers,,1,42003,42003,Allegheny County,-0.00596968319725867,-0.6052631578947368,-0.6052631578947368,0,0,ARC,Competitive,5.6,44570.0,13.0,89.1,112.0,84.1,706.0,1.0,612177.0,36240.0,1230459.0,155874.0
